Refseq_protID_human,Refseq_protID_Phha,gene_symbol_Phha,description_Phha,gene_symbol_human,description_human,,
NP_055949,XP_045680066.1,LOC123809196,myosin phosphatase Rho-interacting protein isoform X4,MPRIP,myosin phosphatase Rho interacting protein,,
NP_056036,XP_045710027.1,LOC123828773,dynamin-binding protein isoform X1,DNMBP,dynamin binding protein,,
NP_056284,XP_045696534.1,LOC123819956,protein NipSnap homolog 3A,NIPSNAP3A,nipsnap homolog 3A,,
NP_056411,XP_045712345.1,LOC123830299,kallikrein-13-like,KLK13,kallikrein related peptidase 13,,
NP_056449,XP_045697991.1,LOC123820915,KIF-binding protein,KIFBP,kinesin family binding protein,,
NP_056453,XP_045689293.1,LOC123815134,short transient receptor potential channel 4-associated protein,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein,,
NP_056484,XP_045676220.1,LOC123806849,protocadherin beta-5-like,PCDHB5,protocadherin beta 5,,
NP_056932,XP_045685057.1,LOC123812413,keratin%2C type II cytoskeletal 2 oral-like,KRT76,keratin 76,,
NP_057016,XP_045700839.1,LOC123822755,proteasome maturation protein,POMP,proteasome maturation protein,,
NP_057041,XP_045681353.1,LOC123810041,methylthioribulose-1-phosphate dehydratase,APIP,APAF1 interacting protein,,
NP_057077,XP_045674694.1,LOC123805892,plasmolipin,PLLP,plasmolipin,,
NP_057162,XP_045680449.1,LOC123809361,Golgi apparatus membrane protein TVP23 homolog B,TVP23B,trans-golgi network vesicle protein 23 homolog B,,
NP_057268,XP_045695721.1,LOC123819418,C-type lectin domain family 4 member A-like isoform X1,CLEC4A,C-type lectin domain family 4 member A,,
NP_057274,XP_045717722.1,LOC123833510,cornulin-like,CRNN,cornulin,,
NP_057314,XP_045699093.1,LOC123821595,cytochrome b5 reductase 4 isoform X1,CYB5R4,cytochrome b5 reductase 4,,
NP_057327,XP_045715672.1,LOC123832163,NADH-cytochrome b5 reductase 1,CYB5R1,cytochrome b5 reductase 1,,
NP_057419,XP_045675722.1,LOC123806565,proline dehydrogenase 1%2C mitochondrial-like,PRODH,proline dehydrogenase 1,,
NP_057444,XP_045693260.1,LOC123817570,translational activator of cytochrome c oxidase 1,TACO1,translational activator of cytochrome c oxidase I,,
NP_057472,XP_045707644.1,LOC123827236,T-cell receptor-associated transmembrane adapter 1,TRAT1,T cell receptor associated transmembrane adaptor 1,,
NP_057517,XP_045702154.1,LOC123823444,glycolipid transfer protein,GLTP,glycolipid transfer protein,,
NP_057521,XP_045692741.1,LOC123817222,tubulin gamma-2 chain,TUBG2,tubulin gamma 2,,
NP_057552,XP_045679869.1,LOC123808938,cytochrome c oxidase assembly protein COX16 homolog%2C mitochondrial,COX16,cytochrome c oxidase assembly factor COX16,,
NP_057559,XP_045679593.1,LOC123808791,JNK1/MAPK8-associated membrane protein isoform X1,JKAMP,JNK1/MAPK8 associated membrane protein,,
NP_057607,XP_045695710.1,LOC123819410,killer cell lectin-like receptor subfamily F member 1,KLRF1,killer cell lectin like receptor F1,,
NP_057640,XP_045693246.1,LOC123817556,homologous-pairing protein 2 homolog,PSMC3IP,PSMC3 interacting protein,,
NP_057649,XP_045673721.1,LOC123805282,cytochrome c oxidase assembly factor 4 homolog%2C mitochondrial,COA4,cytochrome c oxidase assembly factor 4 homolog,,
NP_057657,XP_045709487.1,LOC123828493,GEM-interacting protein,GMIP,GEM interacting protein,,
NP_057676,XP_045689271.1,LOC123815116,neuroendocrine secretory protein 55-like,GNAS,GNAS complex locus,,
NP_057677,XP_045699226.1,LOC123821656,24-hydroxycholesterol 7-alpha-hydroxylase isoform X1,CYP39A1,cytochrome P450 family 39 subfamily A member 1,,
NP_058132,XP_045676152.1,LOC123806822,2'-5'-oligoadenylate synthase 1-like,OAS1,2'-5'-oligoadenylate synthetase 1,,
NP_058639,XP_045711685.1,LOC123829804,taste receptor type 2 member 3-like,TAS2R3,taste 2 receptor member 3,,
NP_058647,XP_045675095.1,LOC123806127,chemokine-like factor,CKLF,chemokine like factor,,
NP_059135,XP_045684453.1,LOC123811955,gamma-secretase-activating protein,GSAP,gamma-secretase activating protein,,
NP_059974,XP_045706477.1,LOC123826553,LOW QUALITY PROTEIN: olfactory receptor 2M4-like,OR2M4,olfactory receptor family 2 subfamily M member 4,,
NP_060043,XP_045687566.1,LOC123814062,proprotein convertase subtilisin/kexin type 4 isoform X1,PCSK4,proprotein convertase subtilisin/kexin type 4,,
NP_060102,XP_045677660.1,LOC123807662,CDKN2A-interacting protein isoform X1,CDKN2AIP,CDKN2A interacting protein,,
NP_060163,XP_045677776.1,LOC123807775,basic immunoglobulin-like variable motif-containing protein isoform X3,BIVM,basic, immunoglobulin-like variable motif containing,
NP_060277,XP_045678544.1,LOC123808165,probable tRNA N6-adenosine threonylcarbamoyltransferase,OSGEP,O-sialoglycoprotein endopeptidase,,
NP_060316,XP_045715112.1,LOC123831870,tRNA selenocysteine 1-associated protein 1 isoform X1,TRNAU1AP,tRNA selenocysteine 1 associated protein 1,,
NP_060337,XP_045687192.1,LOC123813834,histone PARylation factor 1,HPF1,histone PARylation factor 1,,
NP_060404,XP_045700095.1,LOC123822186,PH-interacting protein,PHIP,pleckstrin homology domain interacting protein,,
NP_060483,XP_045700032.1,LOC123822142,sine oculis-binding protein homolog isoform X1,SOBP,sine oculis binding protein homolog,,
NP_060579,XP_045713859.1,LOC123831165,poly(A) RNA polymerase%2C mitochondrial,MTPAP,mitochondrial poly(A) polymerase,,
NP_060628,XP_045700513.1,LOC123822520,kanadaptin,SLC4A1AP,solute carrier family 4 member 1 adaptor protein,,
NP_060734,XP_045675656.1,LOC123806514,S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1,TYW1,tRNA-yW synthesizing protein 1 homolog,,
NP_060740,XP_045689037.1,LOC123814926,MRG/MORF4L-binding protein isoform X1,MRGBP,MRG domain binding protein,,
NP_060796,XP_045693816.1,LOC123818005,GTPase IMAP family member 4-like,GIMAP4,GTPase, IMAP family member 4,
NP_060802,XP_045674932.1,LOC123806015,ATP-dependent RNA helicase DDX19A,DDX19A,DEAD-box helicase 19A,,
NP_060843,XP_045679867.1,LOC123808937,synaptojanin-2-binding protein,SYNJ2BP,synaptojanin 2 binding protein,,
NP_060859,XP_045681487.1,LOC123810089,GDP-fucose transporter 1 isoform X1,SLC35C1,solute carrier family 35 member C1,,
NP_060880,XP_045701660.1,LOC123823222,Holliday junction recognition protein,HJURP,Holliday junction recognition protein,,
NP_060908,XP_045714865.1,LOC123831742,F-box only protein 6-like isoform X5,FBXO6,F-box protein 6,,
NP_060923,XP_045697246.1,LOC123820518,E2F-associated phosphoprotein isoform X1,EAPP,E2F associated phosphoprotein,,
NP_061119,XP_045698217.1,LOC123821018,core histone macro-H2A.2,MACROH2A2,macroH2A.2 histone,,
NP_061181,XP_045698992.1,LOC123821554,synaptic vesicle 2-related protein,SVOP,SV2 related protein,,
NP_061336,XP_045688564.1,LOC123814673,McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin,MKKS,MKKS centrosomal shuttling protein,,
NP_061733,XP_045685021.1,LOC123812381,protocadherin alpha-7 isoform X6,PCDHA7,protocadherin alpha 7,,
NP_061735,XP_045678098.1,LOC123807960,protocadherin gamma-A1 isoform X12,PCDHGA1,protocadherin gamma subfamily A,1,
NP_061757,XP_045686165.1,LOC123813218,protocadherin beta-14-like,PCDHB14,protocadherin beta 14,,
NP_061759,XP_045680081.1,LOC123809202,LOW QUALITY PROTEIN: protocadherin beta-2-like,PCDHB2,protocadherin beta 2,,
NP_061760,XP_045676232.1,LOC123806858,protocadherin beta-3,PCDHB3,protocadherin beta 3,,
NP_061761,XP_045679117.1,LOC123808489,protocadherin beta-4,PCDHB4,protocadherin beta 4,,
NP_061820,XP_045683735.1,LOC123811546,cytochrome c,CYCS,cytochrome c, somatic,
NP_061848,XP_045674478.1,LOC123805781,telomeric repeat-binding factor 2-interacting protein 1,TERF2IP,TERF2 interacting protein,,
NP_061882,XP_045677084.1,LOC123807363,toll-interacting protein isoform X1,TOLLIP,toll interacting protein,,
NP_061916,XP_045714199.1,LOC123831350,amyloid beta A4 precursor protein-binding family B member 1-interacting protein,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,,
NP_061984,XP_045681969.1,LOC123810358,HLA class II histocompatibility antigen%2C DR alpha chain,HLA-DRA,major histocompatibility complex, class II, DR alpha
NP_062818,XP_045685597.1,LOC123812776,LOW QUALITY PROTEIN: solute carrier organic anion transporter family member 1B3-like,SLCO1B3,solute carrier organic anion transporter family member 1B3,,
NP_063938,XP_045682890.1,LOC123811034,cytochrome P450 26B1,CYP26B1,cytochrome P450 family 26 subfamily B member 1,,
NP_063950,XP_045696756.1,LOC123820086,olfactory receptor 2S2,OR2S2,olfactory receptor family 2 subfamily S member 2,,
NP_064445,XP_045701441.1,LOC123823124,long-wave-sensitive opsin 1,OPN1LW,opsin 1, long wave sensitive,
NP_064601,XP_045715936.1,LOC123832305,aminopeptidase B,RNPEP,arginyl aminopeptidase,,
NP_064623,XP_045711337.1,LOC123829549,inner centromere protein isoform X2,INCENP,inner centromere protein,,
NP_064711,XP_045691108.1,LOC123816264,chronophin,PDXP,pyridoxal phosphatase,,
NP_065083,XP_045715181.1,LOC123831903,type-1 angiotensin II receptor-associated protein,AGTRAP,angiotensin II receptor associated protein,,
NP_065090,XP_045707580.1,LOC123827196,PEST proteolytic signal-containing nuclear protein,PCNP,PEST proteolytic signal containing nuclear protein,,
NP_065139,XP_045701291.1,LOC123823032,CD177 antigen-like,CD177,CD177 molecule,,
NP_065684,XP_045707095.1,LOC123826895,vomeronasal type-1 receptor 1-like,VN1R1,vomeronasal 1 receptor 1,,
NP_066008,XP_045686158.1,LOC123813214,protocadherin beta-16-like,PCDHB16,protocadherin beta 16,,
NP_066277,XP_045672904.1,LOC123804582,left-right determination factor 1-like isoform X1,LEFTY1,left-right determination factor 1,,
NP_066290,XP_045677641.1,LOC123807648,defensin-5-like,DEFA5,defensin alpha 5,,
NP_066294,XP_045716397.1,LOC123832710,putative protein SSX6,SSX3,SSX family member 3,,
NP_066362,XP_045676939.1,LOC123807286,interferon-induced transmembrane protein 3-like,IFITM3,interferon induced transmembrane protein 3,,
NP_066407,XP_045673238.1,LOC123804802,histone H2B type 1-M,H2BC5,H2B clustered histone 5,,
NP_066544,XP_045706634.1,LOC123826649,histone H2A type 1-J,H2AC14,H2A clustered histone 14,,
NP_066962,XP_045690515.1,LOC123815858,UDP-glucuronosyltransferase 2B31-like,UGT2B4,UDP glucuronosyltransferase family 2 member B4,,
NP_066998,XP_045702633.1,LOC123823723,hepcidin,HAMP,hepcidin antimicrobial peptide,,
NP_067024,XP_045711100.1,LOC123829438,membrane-spanning 4-domains subfamily A member 7-like isoform X1,MS4A7,membrane spanning 4-domains A7,,
NP_067036,XP_045693418.1,LOC123817655,phosphatidylcholine transfer protein,PCTP,phosphatidylcholine transfer protein,,
NP_067040,XP_045687659.1,LOC123814113,zinc finger protein 77-like isoform X2,ZNF77,zinc finger protein 77,,
NP_067041,XP_045696934.1,LOC123820235,SOSS complex subunit C,INIP,INTS3 and NABP interacting protein,,
NP_067073,XP_045689723.1,LOC123815502,leukocyte immunoglobulin-like receptor subfamily A member 5,LILRA5,leukocyte immunoglobulin like receptor A5,,
NP_067645,XP_045703256.1,LOC123824182,zinc finger protein 350-like isoform X2,ZNF350,zinc finger protein 350,,
NP_068773,XP_045700796.1,LOC123822730,gap junction alpha-3 protein-like,GJA3,gap junction protein alpha 3,,
NP_068773,XP_045700797.1,LOC123822733,LOW QUALITY PROTEIN: gap junction alpha-3 protein-like,GJA3,gap junction protein alpha 3,,
NP_071403,XP_045714664.1,LOC123831639,succinyl-CoA:3-ketoacid coenzyme A transferase 2%2C mitochondrial-like,OXCT2,3-oxoacid CoA-transferase 2,,
NP_071404,XP_045699859.1,LOC123822062,p53 apoptosis effector related to PMP-22,PERP,p53 apoptosis effector related to PMP22,,
NP_071419,XP_045707331.1,LOC123827073,SAM domain-containing protein SAMSN-1 isoform X1,SAMSN1,SAM domain, SH3 domain and nuclear localization signals 1,
NP_071430,XP_045707375.1,LOC123827103,LOW QUALITY PROTEIN: receptor-transporting protein 3-like,RTP4,receptor transporter protein 4,,
NP_071430,XP_045707366.1,LOC123827098,receptor-transporting protein 3-like,RTP4,receptor transporter protein 4,,
NP_073621,XP_045677897.1,LOC123807866,IQ domain-containing protein H-like,IQCH,IQ motif containing H,,
NP_075565,XP_045713477.1,LOC123830865,cytochrome c oxidase assembly factor 7,COA7,cytochrome c oxidase assembly factor 7,,
NP_076408,XP_045685659.1,LOC123812821,taste receptor type 2 member 7-like,TAS2R7,taste 2 receptor member 7,,
NP_076410,XP_045686095.1,LOC123813101,taste receptor type 2 member 10-like,TAS2R10,taste 2 receptor member 10,,
NP_076411,XP_045686094.1,LOC123813100,taste receptor type 2 member 14-like,TAS2R14,taste 2 receptor member 14,,
NP_076434,XP_045710711.1,LOC123829252,membrane-spanning 4-domains subfamily A member 5-like,MS4A5,membrane spanning 4-domains A5,,
NP_076946,XP_045672333.1,LOC123804292,sodium channel modifier 1 isoform X2,SCNM1,sodium channel modifier 1,,
NP_077001,XP_045704883.1,LOC123825498,LOW QUALITY PROTEIN: dCTP pyrophosphatase 1-like,DCTPP1,dCTP pyrophosphatase 1,,
NP_077078,XP_045705024.1,LOC123825553,tryptase beta-2-like,TPSB2,tryptase beta 2,,
NP_077740,XP_045706032.1,LOC123826144,desmocollin-2-like isoform X2,DSC2,desmocollin 2,,
NP_078790,XP_045681520.1,LOC123810105,vitamin D 25-hydroxylase,CYP2R1,cytochrome P450 family 2 subfamily R member 1,,
NP_078804,XP_045673515.1,LOC123805114,NF-kappa-B-activating protein,NKAP,NFKB activating protein,,
NP_078895,XP_045693261.1,LOC123817571,ketosamine-3-kinase isoform X1,FN3KRP,fructosamine 3 kinase related protein,,
NP_078987,XP_045693817.1,LOC123818006,GTPase IMAP family member 6-like,GIMAP6,GTPase, IMAP family member 6,
NP_079019,XP_045690196.1,LOC123815720,UDP-glucuronosyltransferase 2A3-like isoform X2,UGT2A3,UDP glucuronosyltransferase family 2 member A3,,
NP_079045,XP_045716267.1,LOC123832585,CXADR-like membrane protein,CLMP,CXADR like membrane protein,,
NP_079119,XP_045683358.1,LOC123811373,plasma membrane ascorbate-dependent reductase CYBRD1,CYBRD1,cytochrome b reductase 1,,
NP_079479,XP_045700661.1,LOC123822604,WD repeat and coiled-coil-containing protein isoform X1,WDCP,WD repeat and coiled coil containing,,
NP_085056,XP_045674722.1,LOC123805907,cytochrome b5 type B,CYB5B,cytochrome b5 type B,,
NP_085125,XP_045702815.1,LOC123823831,LOW QUALITY PROTEIN: cytochrome P450 2S1,CYP2S1,cytochrome P450 family 2 subfamily S member 1,,
NP_109591,XP_045697677.1,LOC123820780,leukocyte elastase inhibitor-like,SERPINB1,serpin family B member 1,,
NP_110401,XP_045674030.1,LOC123805469,olfactory receptor 51E2,OR51E2,olfactory receptor family 51 subfamily E member 2,,
NP_110415,XP_045717544.1,LOC123833369,dendritic cell-specific transmembrane protein,DCSTAMP,dendrocyte expressed seven transmembrane protein,,
NP_112163,XP_045709222.1,LOC123828370,LOW QUALITY PROTEIN: olfactory receptor 7A17-like,OR7A17,olfactory receptor family 7 subfamily A member 17,,
NP_112228,XP_045693085.1,LOC123817436,keratin-associated protein 9-3-like,KRTAP1-3,keratin associated protein 1-3,,
NP_112487,XP_045678755.1,LOC123808260,SRA stem-loop-interacting RNA-binding protein%2C mitochondrial,SLIRP,SRA stem-loop interacting RNA binding protein,,
NP_112600,XP_045709507.1,LOC123828504,plasmalemma vesicle-associated protein,PLVAP,plasmalemma vesicle associated protein,,
NP_113598,XP_045679496.1,LOC123808730,protocadherin alpha-1-like,PCDHA1,protocadherin alpha 1,,
NP_113603,XP_045716667.1,LOC123832877,gasdermin-C-like,GSDMC,gasdermin C,,
NP_113618,XP_045692805.1,LOC123817261,rab-interacting lysosomal protein,RILP,Rab interacting lysosomal protein,,
NP_113621,XP_045694676.1,LOC123818478,membrane frizzled-related protein,MFRP,membrane frizzled-related protein,,
NP_113630,XP_045716563.1,LOC123832790,transmembrane protein 47,TMEM47,transmembrane protein 47,,
NP_113680,XP_045711188.1,LOC123829475,RNA-binding protein 4B,RBM4B,RNA binding motif protein 4B,,
NP_113683,XP_045685595.1,LOC123812773,protocadherin alpha-2-like,PCDHA2,protocadherin alpha 2,,
NP_113685,XP_045679319.1,LOC123808591,protocadherin alpha-3-like,PCDHA3,protocadherin alpha 3,,
NP_113689,XP_045685581.1,LOC123812766,protocadherin alpha-5-like,PCDHA5,protocadherin alpha 5,,
NP_114070,XP_045685051.1,LOC123812409,LOW QUALITY PROTEIN: protocadherin alpha-12-like,PCDHA12,protocadherin alpha 12,,
NP_114153,XP_045682864.1,LOC123811023,mitochondrial ornithine transporter 2,SLC25A2,solute carrier family 25 member 2,,
NP_114164,XP_045693177.1,LOC123817501,keratin-associated protein 3-1,KRTAP3-1,keratin associated protein 3-1,,
NP_114165,XP_045693121.1,LOC123817465,keratin-associated protein 3-3-like,KRTAP3-2,keratin associated protein 3-2,,
NP_114425,XP_045679050.1,LOC123808445,interferon alpha-inducible protein 27-like protein 2,IFI27L2,interferon alpha inducible protein 27 like 2,,
NP_114476,XP_045677531.1,LOC123807601,LOW QUALITY PROTEIN: protocadherin gamma-A7-like,PCDHGA7,protocadherin gamma subfamily A,7,
NP_115266,XP_045678211.1,LOC123808029,protocadherin gamma-B1-like,PCDHGB1,protocadherin gamma subfamily B,1,
NP_115269,XP_045678223.1,LOC123808034,protocadherin gamma-B4-like,PCDHGB4,protocadherin gamma subfamily B,4,
NP_115485,XP_045703655.1,LOC123824519,homeobox protein orthopedia,OTP,orthopedia homeobox,,
NP_115509,XP_045693096.1,LOC123817446,MYCBP-associated protein,MYCBPAP,MYCBP associated protein,,
NP_115878,XP_045682649.1,LOC123810735,acrosin-binding protein,ACRBP,acrosin binding protein,,
NP_115906,XP_045713664.1,LOC123831071,lysozyme-like protein 2,LYZL1,lysozyme like 1,,
NP_115934,XP_045695220.1,LOC123818925,cryptic protein-like,CFC1,cryptic, EGF-CFC family member 1,
NP_115961,XP_045679320.1,LOC123808595,ribonuclease 7-like,RNASE7,ribonuclease A family member 7,,
NP_115998,XP_045689337.1,LOC123815170,cytochrome c oxidase subunit 4 isoform 2%2C mitochondrial,COX4I2,cytochrome c oxidase subunit 4I2,,
NP_116019,XP_045677935.1,LOC123807934,cyclin-dependent kinase 2-interacting protein,CINP,cyclin dependent kinase 2 interacting protein,,
NP_116133,XP_045702947.1,LOC123823936,androgen-dependent TFPI-regulating protein,ADTRP,androgen dependent TFPI regulating protein,,
NP_116172,XP_045687354.1,LOC123813949,3-oxoacyl-[acyl-carrier-protein] reductase,CBR4,carbonyl reductase 4,,
NP_116204,XP_045705189.1,LOC123825641,NFATC2-interacting protein,NFATC2IP,nuclear factor of activated T cells 2 interacting protein,,
NP_116212,XP_045695749.1,LOC123819436,aminopeptidase O isoform X9,AOPEP,aminopeptidase O (putative),,
NP_116223,XP_045685764.1,LOC123812899,dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1%2C2-glucosyltransferase,ALG10,ALG10 alpha-1,2-glucosyltransferase,
NP_116236,XP_045716911.1,LOC123832992,uncharacterized protein C8orf76-like,C8orf76,chromosome 8 open reading frame 76,,
NP_127497,XP_045680650.1,LOC123809494,LOW QUALITY PROTEIN: NACHT%2C LRR and PYD domains-containing protein 1-like,NLRP1,NLR family pyrin domain containing 1,,
NP_149024,XP_045693865.1,LOC123818045,thymic stromal lymphopoietin,TSLP,thymic stromal lymphopoietin,,
NP_149097,XP_045705490.1,LOC123825879,galanin-like peptide,GALP,galanin like peptide,,
NP_149099,XP_045678244.1,LOC123807825,heat shock transcription factor%2C Y-linked-like,HSFY1,heat shock transcription factor Y-linked 1,,
NP_149124,XP_045693323.1,LOC123817605,2'%2C3'-cyclic-nucleotide 3'-phosphodiesterase isoform X1,CNP,2',3'-cyclic nucleotide 3' phosphodiesterase,
NP_149420,XP_045695548.1,LOC123819291,olfactory receptor 51B2-like,OR51B2,olfactory receptor family 51 subfamily B member 2,,
NP_149441,XP_045693173.1,LOC123817499,keratin-associated protein 3-3,KRTAP3-3,keratin associated protein 3-3,,
NP_149972,XP_045700085.1,LOC123822174,L-lactate dehydrogenase A-like 6B isoform X2,LDHAL6B,lactate dehydrogenase A like 6B,,
NP_149974,XP_045689283.1,LOC123815129,BPI fold-containing family B member 1-like,BPIFB1,BPI fold containing family B member 1,,
NP_254275,XP_045715994.1,LOC123832341,chymotrypsin-like elastase family member 2A,CELA2A,chymotrypsin like elastase 2A,,
NP_258259,XP_045685257.1,LOC123812505,keratin%2C type II cytoskeletal 71,KRT71,keratin 71,,
NP_443134,XP_045711005.1,LOC123829385,serine/threonine-protein kinase 11-interacting protein,STK11IP,serine/threonine kinase 11 interacting protein,,
NP_443732,XP_045675782.1,LOC123806602,testis-specific serine/threonine-protein kinase 2,TSSK2,testis specific serine kinase 2,,
NP_473446,XP_045685496.1,LOC123812714,olfactory receptor 6C2,OR6C2,olfactory receptor family 6 subfamily C member 2,,
NP_473447,XP_045707770.1,LOC123827298,olfactory receptor 5AC2,OR5AC2,olfactory receptor family 5 subfamily AC member 2,,
NP_473455,XP_045699089.1,LOC123821593,T-cell activation Rho GTPase-activating protein,TAGAP,T cell activation RhoGTPase activating protein,,
NP_478110,XP_045677221.1,LOC123807447,sperm-associated antigen 11B-like,SPAG11B,sperm associated antigen 11B,,
NP_478114,XP_045677222.1,LOC123807449,sperm-associated antigen 11-like,SPAG11B,sperm associated antigen 11B,,
NP_510868,XP_045709713.1,LOC123828681,BRCA2 and CDKN1A-interacting protein,BCCIP,BRCA2 and CDKN1A interacting protein,,
NP_510870,XP_045709787.1,LOC123828716,cytochrome c oxidase assembly protein COX15 homolog,COX15,cytochrome c oxidase assembly homolog COX15,,
NP_542163,XP_045673230.1,LOC123804795,histone H2A type 1-H-like,H2AC12,H2A clustered histone 12,,
NP_542178,XP_045688924.1,LOC123814862,dual specificity protein phosphatase 15,DUSP15,dual specificity phosphatase 15,,
NP_542193,XP_045699612.1,LOC123821919,BRI3-binding protein,BRI3BP,BRI3 binding protein,,
NP_542401,XP_045674943.1,LOC123806021,probable UDP-sugar transporter protein SLC35A4,SLC35A4,solute carrier family 35 member A4,,
NP_542452,XP_045689387.1,LOC123815206,osteoclast stimulatory transmembrane protein,OCSTAMP,osteoclast stimulatory transmembrane protein,,
NP_542942,XP_045682704.1,LOC123810826,zinc finger protein 280B-like,ZNF280B,zinc finger protein 280B,,
NP_543142,XP_045711425.1,LOC123829601,solute carrier family 22 member 9-like isoform X2,SLC22A9,solute carrier family 22 member 9,,
NP_569055,XP_045712843.1,LOC123830536,ATR-interacting protein,ATRIP,ATR interacting protein,,
NP_570126,XP_045707782.1,LOC123827305,5-hydroxytryptamine receptor 3C-like,HTR3C,5-hydroxytryptamine receptor 3C,,
NP_570972,XP_045690566.1,LOC123815903,cytochrome c oxidase subunit 7B2%2C mitochondrial,COX7B2,cytochrome c oxidase subunit 7B2,,
NP_573568,XP_045687233.1,LOC123813856,PDZ domain-containing protein GIPC3,GIPC3,GIPC PDZ domain containing family member 3,,
NP_604390,XP_045696455.1,LOC123819899,prorelaxin-like,RLN2,relaxin 2,,
NP_612388,XP_045686202.1,LOC123813244,T-cell immunoglobulin and mucin domain-containing protein 4-like isoform X1,TIMD4,T cell immunoglobulin and mucin domain containing 4,,
NP_612456,XP_045704749.1,LOC123825405,zinc finger protein 689,ZNF689,zinc finger protein 689,,
NP_612469,XP_045697183.1,LOC123820480,CKLF-like MARVEL transmembrane domain-containing protein 5 isoform X1,CMTM5,CKLF like MARVEL transmembrane domain containing 5,,
NP_619646,XP_045684711.1,LOC123812088,M-phase-specific PLK1-interacting protein,MPLKIP,M-phase specific PLK1 interacting protein,,
NP_653208,XP_045680386.1,LOC123809325,cytochrome b5 domain-containing protein 1,CYB5D1,cytochrome b5 domain containing 1,,
NP_653290,XP_045702548.1,LOC123823653,zinc finger protein 420 isoform X1,ZNF420,zinc finger protein 420,,
NP_653300,XP_045697383.1,LOC123820599,sodium/potassium-transporting ATPase subunit alpha-4,ATP1A4,ATPase Na+/K+ transporting subunit alpha 4,,
NP_659205,XP_045676629.1,LOC123807125,testisin-like,PRSS21,serine protease 21,,
NP_659412,XP_045693259.1,LOC123817567,schlafen family member 5-like,SLFN5,schlafen family member 5,,
NP_660201,XP_045710990.1,LOC123829381,calcium-binding protein 4-like,CABP4,calcium binding protein 4,,
NP_660300,XP_045673131.1,LOC123804737,centriole%2C cilia and spindle-associated protein,CCSAP,centriole, cilia and spindle associated protein,
NP_660341,XP_045690771.1,LOC123816080,LOW QUALITY PROTEIN: DNA dC->dU-editing enzyme APOBEC-3D-like,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F,,
NP_663748,XP_045704957.1,LOC123825527,tigger transposable element-derived protein 1-like isoform X1,TIGD1,tigger transposable element derived 1,,
NP_665683,XP_045700141.1,LOC123822219,glutathione S-transferase A2,GSTA1,glutathione S-transferase alpha 1,,
NP_665905,XP_045692152.1,LOC123816943,C-C motif chemokine 4-like,CCL23,C-C motif chemokine ligand 23,,
NP_671730,XP_045689116.1,LOC123814998,,WFDC11,WAP four-disulfide core domain 11,,
NP_683691,XP_045681406.1,LOC123810059,small VCP/p97-interacting protein,SVIP,small VCP interacting protein,,
NP_683725,XP_045705657.1,LOC123826018,cytochrome b5,CYB5A,cytochrome b5 type A,,
NP_689529,XP_045681717.1,LOC123810195,ARL14 effector protein,ARL14EP,ADP ribosylation factor like GTPase 14 effector protein,,
NP_689544,XP_045679712.1,LOC123808865,peroxisomal succinyl-coenzyme A thioesterase-like,ACOT4,acyl-CoA thioesterase 4,,
NP_689610,XP_045713192.1,LOC123830708,IQ domain-containing protein F1-like,IQCF1,IQ motif containing F1,,
NP_689613,XP_045676394.1,LOC123806955,uncharacterized protein FAM241A-like isoform X1,FAM241A,family with sequence similarity 241 member A,,
NP_689643,XP_045673757.1,LOC123805321,olfactory receptor 51E1,OR51E1,olfactory receptor family 51 subfamily E member 1,,
NP_689730,XP_045714524.1,LOC123831579,tetratricopeptide repeat protein 30B,IFT70B,intraflagellar transport 70B,,
NP_689880,XP_045689168.1,LOC123815055,N-acylneuraminate-9-phosphatase,NANP,N-acetylneuraminic acid phosphatase,,
NP_689918,XP_045700714.1,LOC123822661,protein POLR1D,POLR1D,RNA polymerase I and III subunit D,,
NP_689975,XP_045711235.1,LOC123829497,testis-specific protein 10-interacting protein,TSGA10IP,testis specific 10 interacting protein,,
NP_690867,XP_045695247.1,LOC123818942,kelch repeat and BTB domain-containing protein 6,KBTBD6,kelch repeat and BTB domain containing 6,,
NP_694968,XP_045693670.1,LOC123817934,LOW QUALITY PROTEIN: GTPase IMAP family member 7-like,GIMAP7,GTPase, IMAP family member 7,
NP_695008,XP_045711087.1,LOC123829428,solute carrier family 22 member 6 isoform X1,SLC22A6,solute carrier family 22 member 6,,
NP_695021,XP_045689606.1,LOC123815349,beta-defensin 119-like,DEFB119,defensin beta 119,,
NP_699189,XP_045709430.1,LOC123828465,zinc finger protein 791-like isoform X2,ZNF791,zinc finger protein 791,,
NP_703145,XP_045698455.1,LOC123821266,olfactory receptor 502,OR5P2,olfactory receptor family 5 subfamily P member 2,,
NP_703146,XP_045681706.1,LOC123810188,olfactory receptor 480,OR5P3,olfactory receptor family 5 subfamily P member 3,,
NP_710148,XP_045708378.1,LOC123827966,phosphatidylinositol N-acetylglucosaminyltransferase subunit P,PIGP,phosphatidylinositol glycan anchor biosynthesis class P,,
